iter	RMSE
145	0.8308088424
146	0.8300288127
147	0.8292647643
148	0.8285145658
149	0.8280662293
150	0.8274687635
151	0.8269366143
152	0.8263321372
153	0.8257495474
154	0.8252439673
155	0.8247943482
156	0.8245590879
157	0.8241636438
158	0.8239399842
159	0.8235539098
160	0.8231401463
161	0.8227222709
162	0.8222987971
163	0.8219176156
164	0.8217326982
165	0.8213575117
166	0.8210568255
167	0.8208031583
168	0.8204422164
169	0.8202335286
170	0.819823422
171	0.8195216163
172	0.8192960034
173	0.8191886267
174	0.8189021935
175	0.8186716543
176	0.818432919
177	0.8181791491
178	0.8179431037
179	0.8176587959
180	0.8174315177
181	0.8172231038
182	0.8169926669
183	0.8167963475
184	0.8165980111
185	0.8164240137
186	0.8162312775
187	0.8160667876
188	0.8158784963
189	0.815682206
190	0.8154883286
191	0.8153198823
192	0.8151693749
193	0.814953145
194	0.8146903132
195	0.8145541848
196	0.8144639447
197	0.8143295396
198	0.8142193512
199	0.8140287768
200	0.8138599608
201	0.8137647983
202	0.8135505999
203	0.8134100335
204	0.8132271319
205	0.813100963
206	0.8130194901
207	0.8129869516
208	0.8128531905
209	0.8127342857
210	0.8125584048
211	0.8124172013
212	0.8123094092
213	0.8121629996
214	0.8120260106
215	0.811853218
216	0.8117643012
217	0.8116137581
218	0.8113795349
219	0.8112534762
220	0.8111077458
221	0.8108553254
222	0.8107257506
223	0.8106906664
224	0.8105376756
225	0.8103469621
226	0.8100884111
227	0.8100659573
228	0.8098920282
229	0.8097918995
230	0.8096709688
231	0.8095926844
232	0.809579583
233	0.8095068692
234	0.8094838136
235	0.8094560086
236	0.8093445876
237	0.8091902094
238	0.8090639354
239	0.8089502206
240	0.8087946231
241	0.8086402241
242	0.8086254201
243	0.8083247611
244	0.8082926151
245	0.8082058556
246	0.808021933
247	0.8079676721
248	0.8078199957
249	0.8077292737
250	0.8077085867
251	0.8076988157
252	0.8075732232
253	0.8073880981
254	0.8072578756
255	0.8072376135
256	0.80713477
257	0.8070269479
258	0.8069528858
259	0.8068100861
260	0.8067472592
261	0.8066497613
262	0.8065768559
263	0.8064629663
264	0.8062046282
265	0.8061160075
266	0.8059880514
267	0.805906577
268	0.8058367539
269	0.805674714
270	0.8056006573
271	0.8055433645
272	0.8054614157
273	0.8052845927
274	0.8052293061
275	0.805123084
276	0.8048851858
277	0.8048707514
278	0.8047336838
279	0.8045826997
280	0.8044759926
281	0.8044080924
282	0.8043773161
283	0.8043653941
284	0.8042911687
285	0.8039589516
286	0.8037893541
287	0.803604577
288	0.8035906719
289	0.8034145647
290	0.8033359753
291	0.8032324575
292	0.8032320615
293	0.8032267401
294	0.803047467
295	0.8029261969
296	0.8028159803
297	0.8025857231
298	0.8024871985
299	0.8024118659
300	0.8023945236
301	0.8022701865
302	0.8020473991
303	0.8019061406
304	0.801830243
305	0.8017190291
306	0.8017179517
307	0.8015634391
308	0.8015243114
309	0.8014143392
310	0.8012288006
311	0.801108999
312	0.8010118265
313	0.8008908742
314	0.8007547633
315	0.8005272229
316	0.8003963134
317	0.8002718476
318	0.8001616144
319	0.8000785384
320	0.799815239
321	0.7997540306
322	0.7997413767
323	0.7995944303
324	0.7995045989
325	0.7994256044
326	0.7993519933
327	0.7990779762
328	0.7989838421
329	0.7988569767
330	0.79866989
331	0.7985286821
332	0.798356187
333	0.7982802956
334	0.7980456339
335	0.7979481445
336	0.797746269
337	0.7975640242
338	0.7974896105
339	0.7973842416
340	0.797254171
341	0.7971451984
342	0.7970356363
343	0.796962388
344	0.7969245951
345	0.7967727062
346	0.7966479959
347	0.7964683308
348	0.7962497317
349	0.79611979
350	0.7960466549
351	0.795803358
352	0.795649118
353	0.7955480767
354	0.7954572685
355	0.7953795656
356	0.7952497647
357	0.7950564112
358	0.7949180937
359	0.794858238
360	0.7947606118
361	0.7946260929
362	0.7944856704
363	0.7943061686
364	0.7942089783
365	0.7940482359
366	0.7938622971
367	0.7937093296
368	0.7935233409
369	0.7934700412
370	0.7933902695
371	0.79331374
372	0.7930399606
373	0.7929765716
374	0.7928521692
375	0.7926495046
376	0.7925229128
377	0.7923674189
378	0.7922677756
379	0.7922107504
380	0.7921479087
381	0.791956446
382	0.7917533707
383	0.7916141905
384	0.7915265939
385	0.7914431599
386	0.7911702335
387	0.7910060206
388	0.7908721268
389	0.7907041564
390	0.7906395006
391	0.7905003798
392	0.790379166
393	0.7902599995
394	0.7901070132
395	0.7900176576
396	0.7898815799
397	0.7898016675
398	0.7896893642
399	0.789472738
400	0.7893304253
401	0.7892287837
402	0.78910154
403	0.7889079825
404	0.7886455353
405	0.7883829392
406	0.7882341624
407	0.7880396921
408	0.7878564087
409	0.7877377467
410	0.7876692418
411	0.7875537416
412	0.7874466191
413	0.7872258869
414	0.7871318234
415	0.7870379578
416	0.7868706701
417	0.7867029951
418	0.7864951385
419	0.7863292801
420	0.7862353088
421	0.7861228843
422	0.786008495
423	0.7858537886
424	0.7857405013
425	0.7856710517
426	0.7855187813
427	0.7854359424
428	0.7853022191
429	0.7850555162
430	0.7849247828
431	0.7847562568
432	0.7846292839
433	0.7844180788
434	0.7842733244
435	0.7841630491
436	0.7839838028
437	0.7839366129
438	0.7838274517
439	0.7836122752
440	0.783469576
441	0.7833095507
442	0.7832161844
443	0.7830317882
444	0.7828082285
445	0.7826544154
446	0.7825233453
447	0.7823347533
448	0.7821454665
449	0.7819844073
450	0.7818396528
451	0.781685293
452	0.7815678087
453	0.7814513747
454	0.7813509625
455	0.781283203
456	0.7811145425
457	0.7810390045
458	0.7809121538
459	0.7808182028
460	0.7806094739
461	0.7804614423
462	0.7801995586
463	0.7801008942
464	0.7800006387
465	0.779896301
466	0.779780713
467	0.77965452
468	0.7794958668
469	0.7793474825
470	0.7792512678
471	0.7791414056
472	0.779034002
473	0.7789079848
474	0.778640775
475	0.7783794032
476	0.7782105954
477	0.7780616053
478	0.7779752152
479	0.7779114189
480	0.7778465965
481	0.7776798816
482	0.7775428439
483	0.7773345032
484	0.7771979038
485	0.7770990744
486	0.7770023257
487	0.7767644419
488	0.7766505774
489	0.7765025086
490	0.7764294295
491	0.7762836723
492	0.7760793889
493	0.7759687002
494	0.7758643892
495	0.7757325692
496	0.7755806019
497	0.7753961183
498	0.7753017431
499	0.7751785443
500	0.7750442011
501	0.7749207437
502	0.7747191518
503	0.7746064955
504	0.7745082423
505	0.7743578505
506	0.7742023913
507	0.774059088
508	0.7738540343
509	0.7737427766
510	0.7734974256
511	0.7734047263
512	0.7733178277
513	0.7730978017
514	0.7728836362
515	0.7727698037
516	0.7726814163
517	0.772552456
518	0.7723944781
519	0.7723436545
520	0.772140835
521	0.7719948624
522	0.7718534151
523	0.7717691342
524	0.7716346753
525	0.7715391255
526	0.7713874709
527	0.7712766961
528	0.7711446993
529	0.7709171067
530	0.770747576
531	0.770553498
532	0.7704939709
533	0.7703364172
534	0.7702008081
535	0.7700096947
536	0.7697946716
537	0.7696475116
538	0.7695309761
539	0.7693304821
540	0.7692108601
541	0.7690855192
542	0.7689448103
543	0.7687609439
544	0.7687087988
545	0.7685617722
546	0.7684552776
547	0.7682897094
548	0.7681462641
549	0.7680988288
550	0.7679956431
551	0.7679132427
552	0.7677542076
553	0.767510891
554	0.7674250641
555	0.7671866638
556	0.7671542362
557	0.7670113693
558	0.7669066113
559	0.7667913524
560	0.7667327395
561	0.766593204
562	0.7664063091
563	0.7663704055
564	0.7662586754
565	0.7660576232
566	0.7659612813
567	0.7658014746
568	0.7656611131
569	0.7655033216
570	0.765408463
571	0.7652707309
572	0.7651470766
573	0.7649550187
574	0.7647757821
575	0.7645771278
576	0.7644011294
577	0.7642731493
578	0.7639977994
579	0.7638621366
580	0.7636758366
581	0.7635161784
582	0.763375497
583	0.7631120247
584	0.762996111
585	0.7629107498
586	0.7628103649
587	0.7626678674
588	0.7625487541
589	0.7624456318
590	0.7623953424
591	0.7622473371
592	0.7621338567
593	0.7619962961
594	0.7618757109
595	0.7616818231
596	0.7615475504
597	0.7614191377
598	0.7613254802
599	0.7609983874
600	0.7608691948
601	0.7606280704
602	0.7604447163
603	0.7603612154
604	0.7602600903
605	0.7601223237
606	0.7600172661
607	0.7598394608
608	0.7596848038
609	0.7595343979
610	0.7594417099
611	0.7593249493
612	0.7592036902
613	0.7590703388
614	0.7589671449
615	0.758876736
616	0.758762979
617	0.7586931479
618	0.7585207403
619	0.7583950992
620	0.7583608672
621	0.7581586755
622	0.7580335572
623	0.7578877675
624	0.7576869506
625	0.7575656327
626	0.7574159214
627	0.7572929703
628	0.7571582075
629	0.7570708554
630	0.7569172188
631	0.7568188317
632	0.7567028364
633	0.7565774391
634	0.7564845325
635	0.7563584391
636	0.7561886188
637	0.7560806787
638	0.7559258075
639	0.7558051317
640	0.7557214257
641	0.7555837963
642	0.7553512918
643	0.7552619782
644	0.7550459064
645	0.7548911089
646	0.754689006
647	0.7545195687
648	0.7544070332
649	0.7542506779
650	0.7541510874
651	0.7539998543
652	0.753883027
653	0.7537801866
654	0.7536195744
655	0.7535521082
656	0.7533568503
657	0.7531831666
658	0.7530623669
659	0.7529592687
660	0.752846658
661	0.7526183195
662	0.7524922904
663	0.7523292229
664	0.7521453017
665	0.7519300617
666	0.7518066669
667	0.7517189464
668	0.751540514
669	0.7513707158
670	0.7512775342
671	0.7511374767
672	0.7509008815
673	0.7507178559
674	0.7505897183
675	0.7503009442
676	0.7502008976
677	0.7500412213
678	0.7499440175
679	0.7498482345
680	0.7497483445
681	0.7496549706
682	0.7495100444
683	0.7493591347
684	0.7492329963
685	0.7491205698
686	0.7488061153
687	0.7487553968
688	0.7486108324
689	0.7485149098
690	0.7483147385
691	0.748130142
692	0.7480635021
693	0.7479012273
694	0.7477660944
695	0.7476045148
696	0.7474664953
697	0.7473925558
698	0.7471762778
699	0.7469580235
700	0.7468809509
701	0.7467522698
702	0.7465429805
703	0.7464536477
704	0.7462647564
705	0.7461242266
706	0.7459949657
707	0.7458402383
708	0.7457568343
709	0.7455816669
710	0.7453997032
711	0.7452693589
712	0.7451643039
713	0.7450355072
714	0.7448483116
715	0.7446132051
716	0.7444585363
717	0.7443917502
718	0.7443219251
719	0.7441575778
720	0.7440047324
721	0.7438889566
722	0.7438091444
723	0.7437388959
724	0.7436525745
725	0.743534939
726	0.7433624794
727	0.7432330194
728	0.7430382592
729	0.7429985455
730	0.7428199754
731	0.7427184523
732	0.7425881201
733	0.7424291156
734	0.742298642
735	0.7421314761
736	0.7420399251
737	0.7420132732
738	0.7417841569
739	0.7415910379
740	0.7415219256
741	0.7413892263
742	0.7413054453
743	0.7411185982
744	0.7409078858
745	0.7407866696
746	0.7406795654
747	0.7405279158
748	0.7404222822
749	0.7402293113
750	0.7400362866
751	0.7399460659
752	0.7398354619
753	0.7397455223
754	0.7395781613
755	0.7393978884
756	0.7391687625
757	0.7390460478
758	0.7388862814
759	0.7387625581
760	0.7385800402
761	0.7384658168
762	0.7383700592
763	0.7382454866
764	0.7381052355
765	0.7380069093
766	0.7379505456
767	0.7378230665
768	0.737647667
769	0.7375560499
770	0.7373911927
771	0.7372443666
772	0.7371498566
773	0.7370472862
774	0.7368098926
775	0.7366981327
776	0.736502631
777	0.7364085623
778	0.7362571201
779	0.7360658549
780	0.7358609073
781	0.7357298916
782	0.7356220204
783	0.7353500142
784	0.7351737578
785	0.7350242337
786	0.73487817
787	0.7346996583
788	0.7345609485
789	0.7345042653
790	0.7343329283
791	0.7342372539
792	0.7340939037
793	0.73397903
794	0.7338625632
795	0.733690376
796	0.733478178
797	0.7333940028
798	0.7333366768
799	0.7332256726
800	0.7331423099
801	0.7330047609
802	0.7328338202
803	0.7327103197
804	0.7325839414
805	0.7324639211
806	0.7324173431
807	0.7322983101
808	0.7321630762
809	0.7320842093
810	0.7319341223
811	0.7317496578
812	0.7316056736
813	0.7314104845
814	0.7313307079
815	0.7311426595
816	0.7309470115
817	0.7307060317
818	0.7305055151
819	0.7304054896
820	0.7303092496
821	0.7302282297
822	0.7301319164
823	0.7299140975
824	0.7297506193
825	0.7296530282
826	0.7294099971
827	0.7292784062
828	0.7291675031
829	0.7290262768
830	0.7289035516
831	0.7287371387
832	0.728620785
833	0.7284715673
834	0.7283568177
835	0.7282444174
836	0.7280966991
837	0.7279355115
838	0.727786739
839	0.7277176553
840	0.727545814
841	0.7274623368
842	0.7274015249
843	0.7272307377
844	0.7271397423
845	0.726950367
846	0.7268868002
847	0.7268151706
848	0.7267342953
849	0.7266453777
850	0.7264382288
851	0.7263508458
852	0.7262786068
853	0.7261442537
854	0.7260337754
855	0.725916316
856	0.7258239421
857	0.725705782
858	0.7256430369
859	0.7254956388
860	0.7253582962
861	0.7252254019
862	0.7251073856
863	0.7249876653
864	0.7248429812
865	0.724575243
866	0.7244190781
867	0.7242831606
868	0.7241539233
869	0.7239854112
870	0.72381207
871	0.7237302132
872	0.7236729862
873	0.7235526974
874	0.7234163337
875	0.7232936023
876	0.7231539297
877	0.7230308283
878	0.7228720521
879	0.7228134849
880	0.7226196946
881	0.7225109209
882	0.722351595
883	0.7221811022
884	0.7220120046
885	0.7219675021
886	0.7218432519
887	0.7216938015
888	0.7215474529
889	0.7214400138
890	0.721300514
891	0.7212274163
892	0.7210794658
893	0.7209810466
894	0.7208055173
895	0.7206778953
896	0.720538948
897	0.7204251592
898	0.720319697
899	0.7201821424
